date,bank_holiday,feature_0,feature_1,feature_2,feature_6,feature_7,school_holiday,feature_10,label,air_humidity,air_temperature_daily_max,precipitation,snow_height,sunshine_hours,wind_speed_max,year,month,week_day,step,date
2005-03-20,0,0,0,0,-1.0,0,0,0,915,-0.7058823529411765,-0.5203252032520325,-0.07017543859649124,0.0,1.1259259259259258,-0.4946236559139787,2005,3,2,0,2005-03-20
2005-03-21,0,0,0,0,-1.0,0,3,0,1057,-1.3529411764705883,-0.17073170731707327,-0.07017543859649124,0.0,1.1555555555555557,-0.043010752688172275,2005,3,0,1,2005-03-21
2005-03-22,0,0,0,0,-1.0,0,3,0,1482,-1.7058823529411764,0.21951219512195114,1.087719298245614,0.0,0.7555555555555555,-0.1505376344086024,2005,3,0,2,2005-03-22
2005-03-23,0,0,0,0,-1.0,0,3,0,1883,-0.11764705882352941,0.18699186991869923,-0.07017543859649124,0.0,0.725925925925926,-0.36559139784946265,2005,3,0,3,2005-03-23
2005-03-24,0,0,0,0,-1.0,0,3,0,1790,-0.5882352941176471,0.3902439024390244,1.4385964912280702,0.0,0.6518518518518519,-0.2795698924731185,2005,3,0,4,2005-03-24
2005-03-25,3,0,0,0,-1.0,0,3,0,2193,0.47058823529411764,0.01626016260162596,0.7017543859649124,0.0,-0.28148148148148144,-0.3010752688172044,2005,3,0,5,2005-03-25
2005-03-26,0,0,0,0,-1.0,0,3,0,1481,0.5882352941176471,-0.10569105691056915,-0.07017543859649124,0.0,-0.04444444444444442,-0.6451612903225807,2005,3,1,6,2005-03-26
2005-03-27,0,0,0,0,-1.0,0,3,0,865,0.29411764705882354,-0.02439024390243908,-0.07017543859649124,0.0,0.0,-0.3010752688172044,2005,3,2,7,2005-03-27
2005-03-28,3,0,0,0,-1.0,0,3,0,1942,0.47058823529411764,-0.1463414634146342,0.6315789473684211,0.0,-0.4444444444444444,-0.709677419354839,2005,3,0,8,2005-03-28
2005-03-29,0,0,0,0,-1.0,0,3,0,2753,0.5882352941176471,-0.16260162601626016,-0.07017543859649124,0.0,-0.4740740740740741,-0.32258064516129037,2005,3,0,9,2005-03-29
2005-03-30,0,0,0,0,-1.0,0,3,0,3160,-0.8823529411764706,-0.09756097560975618,-0.07017543859649124,0.0,0.19259259259259257,0.5161290322580646,2005,3,0,10,2005-03-30
2005-03-31,0,0,0,0,-1.0,0,3,0,3135,-1.5294117647058822,-0.12195121951219512,-0.07017543859649124,0.0,1.274074074074074,0.0,2005,3,0,11,2005-03-31
2005-04-01,0,0,0,0,-1.0,0,3,0,2054,-1.8823529411764706,-0.008130081300813123,-0.07017543859649124,0.0,1.3185185185185186,-0.17204301075268835,2005,4,0,12,2005-04-01
2005-04-02,0,0,0,0,-1.0,0,3,0,1529,-2.176470588235294,0.13821138211382109,-0.07017543859649124,0.0,1.3333333333333333,0.1935483870967743,2005,4,1,13,2005-04-02
2005-04-03,0,0,0,0,-1.0,0,0,0,1699,-2.411764705882353,0.45528455284552827,-0.07017543859649124,0.0,1.3037037037037038,-0.6021505376344088,2005,4,2,14,2005-04-03
2005-04-04,0,0,0,0,-1.0,0,0,0,817,-1.8823529411764706,0.5121951219512195,1.263157894736842,0.0,0.8,0.12903225806451607,2005,4,0,15,2005-04-04
2005-04-05,0,0,0,0,-1.0,0,0,0,718,-0.5882352941176471,-0.18699186991869923,-0.07017543859649124,0.0,0.1777777777777778,0.7526881720430109,2005,4,0,16,2005-04-05
2005-04-06,0,0,0,0,-1.0,0,0,0,726,-0.9411764705882353,-0.12195121951219512,0.7368421052631579,0.0,0.2962962962962963,0.7526881720430109,2005,4,0,17,2005-04-06
2005-04-07,0,0,0,0,-1.0,0,0,0,638,-0.35294117647058826,-0.22764227642276427,0.8421052631578948,0.0,0.637037037037037,2.301075268817205,2005,4,0,18,2005-04-07
2005-04-08,0,0,0,0,-1.0,0,0,0,1089,0.058823529411764705,-0.43089430894308944,0.7017543859649124,0.0,-0.4,-0.32258064516129037,2005,4,0,19,2005-04-08
2005-04-09,0,0,0,0,-1.0,0,0,0,1941,-0.35294117647058826,-0.5934959349593496,0.6315789473684211,0.0,0.029629629629629655,0.36559139784946226,2005,4,1,20,2005-04-09
2005-04-10,0,0,0,0,-1.0,0,0,0,2590,0.5882352941176471,-0.3983739837398374,1.0175438596491229,0.0,-0.5037037037037037,0.08602150537634418,2005,4,2,21,2005-04-10
2005-04-11,0,0,0,0,-1.0,0,0,0,912,0.058823529411764705,-0.26016260162601634,-0.07017543859649124,0.0,-0.5185185185185185,-0.7311827956989249,2005,4,0,22,2005-04-11
2005-04-12,0,0,0,0,-1.0,0,0,0,589,-0.35294117647058826,0.09756097560975603,-0.07017543859649124,0.0,0.04444444444444442,-1.2043010752688175,2005,4,0,23,2005-04-12
2005-04-13,0,0,0,0,-1.0,0,0,0,793,-0.5882352941176471,0.09756097560975603,0.10526315789473685,0.0,0.0,-0.043010752688172275,2005,4,0,24,2005-04-13
2005-04-14,0,0,0,0,-1.0,0,0,0,585,-0.7058823529411765,0.1463414634146342,-0.07017543859649124,0.0,0.0,-0.08602150537634418,2005,4,0,25,2005-04-14
2005-04-15,0,0,0,0,-1.0,0,0,0,1015,-0.4117647058823529,0.4796747967479673,0.6315789473684211,0.0,0.7851851851851853,1.1612903225806455,2005,4,0,26,2005-04-15
2005-04-16,0,0,0,0,-1.0,0,0,0,1658,-0.5294117647058824,0.4065040650406504,-0.07017543859649124,0.0,0.37037037037037035,0.043010752688171894,2005,4,1,27,2005-04-16
2005-04-17,0,0,0,0,-1.0,0,0,0,2033,0.29411764705882354,0.07317073170731696,-0.07017543859649124,0.0,0.014814814814814828,-0.10752688172043012,2005,4,2,28,2005-04-17
2005-04-18,0,0,0,0,-1.0,0,0,0,847,0.17647058823529413,0.15447154471544702,-0.03508771929824562,0.0,-0.3851851851851852,-0.838709677419355,2005,4,0,29,2005-04-18
2005-04-19,0,0,0,0,-1.0,0,0,0,692,0.5294117647058824,-0.03143537501232905,1.263157894736842,0.0,0.14755795056026008,0.09867611411523372,2005,4,0,30,2005-04-19
2005-04-20,0,0,0,0,-1.0,0,0,0,736,-1.588235294117647,-0.2113821138211383,-0.07017543859649124,0.0,1.0222222222222224,0.40860215053763455,2005,4,0,31,2005-04-20
2005-04-21,0,0,0,0,-1.0,0,0,0,657,-1.3529411764705883,-0.15447154471544716,-0.07017543859649124,0.0,1.1555555555555557,-0.6236559139784947,2005,4,0,32,2005-04-21
2005-04-22,0,0,0,0,-1.0,0,0,0,888,-1.5294117647058822,0.00813008130081298,-0.07017543859649124,0.0,1.511111111111111,-0.860215053763441,2005,4,0,33,2005-04-22
2005-04-23,0,0,0,0,-1.0,0,0,0,1216,-1.411764705882353,0.21138211382113803,-0.07017543859649124,0.0,1.4222222222222223,-0.4301075268817205,2005,4,1,34,2005-04-23
2005-04-24,0,0,0,0,-1.0,0,0,0,1230,-1.5294117647058822,0.21951219512195114,-0.07017543859649124,0.0,1.0666666666666667,0.1935483870967743,2005,4,2,35,2005-04-24
2005-04-25,0,0,0,0,-1.0,0,0,0,763,-0.9411764705882353,-0.2113821138211383,0.4210526315789474,0.0,0.1185185185185185,0.3440860215053763,2005,4,0,36,2005-04-25
2005-04-26,0,0,0,0,-1.0,0,0,0,612,-0.17647058823529413,-0.1463414634146342,1.4385964912280702,0.0,-0.42962962962962964,-0.6451612903225807,2005,4,0,37,2005-04-26
2005-04-27,0,0,0,0,-1.0,0,0,0,771,-0.17647058823529413,0.01626016260162596,1.2280701754385965,0.0,0.08888888888888884,0.989247311827957,2005,4,0,38,2005-04-27
2005-04-28,0,0,0,0,-1.0,0,0,0,681,-0.8823529411764706,0.1788617886178861,-0.07017543859649124,0.0,1.1259259259259258,-0.4516129032258066,2005,4,0,39,2005-04-28
2005-04-29,0,0,0,0,-1.0,0,0,0,903,0.29411764705882354,0.13008130081300795,2.456140350877193,0.0,-0.37037037037037035,-0.7526881720430109,2005,4,0,40,2005-04-29
2005-04-30,0,0,0,0,-1.0,0,0,0,937,0.4117647058823529,0.25203252032520307,-0.07017543859649124,0.0,-0.4740740740740741,-0.9677419354838711,2005,4,1,41,2005-04-30
2005-05-01,3,0,0,0,-1.0,0,0,0,1085,-0.5882352941176471,0.9918699186991868,-0.07017543859649124,0.0,1.2,-0.860215053763441,2005,5,2,42,2005-05-01
2005-05-02,0,0,0,0,-1.0,0,0,0,759,-0.9411764705882353,0.8292682926829267,0.4912280701754387,0.0,0.2962962962962963,-0.08602150537634418,2005,5,0,43,2005-05-02
2005-05-03,0,0,0,0,-1.0,0,0,0,616,0.8235294117647058,0.10569105691056915,3.7543859649122817,0.0,-0.4888888888888889,-0.21505376344086025,2005,5,0,44,2005-05-03
2005-05-04,0,0,0,0,-1.0,0,0,0,855,0.17647058823529413,0.113821138211382,-0.07017543859649124,0.0,-0.13333333333333333,-0.06451612903225823,2005,5,0,45,2005-05-04
2005-05-05,3,0,0,0,-1.0,0,0,0,1291,-0.8823529411764706,-0.10569105691056915,1.2982456140350878,0.0,0.4444444444444444,0.6021505376344084,2005,5,0,46,2005-05-05
2005-05-06,0,0,0,0,-1.0,0,1,0,1695,0.23529411764705882,-0.2032520325203252,1.5087719298245614,0.0,-0.10370370370370373,1.032258064516129,2005,5,0,47,2005-05-06
2005-05-07,0,0,0,0,-1.0,0,0,0,1594,0.5294117647058824,-0.43089430894308944,2.3157894736842106,0.0,-0.4444444444444444,1.118279569892473,2005,5,1,48,2005-05-07
2005-05-08,0,0,1,0,-1.0,0,0,0,1249,0.35294117647058826,-0.38211382113821146,2.947368421052632,0.0,0.19259259259259257,1.4623655913978495,2005,5,2,49,2005-05-08
2005-05-09,0,0,1,0,-1.0,0,0,0,771,0.17647058823529413,-0.2926829268292684,2.3157894736842106,0.0,0.19259259259259257,0.021505376344085947,2005,5,0,50,2005-05-09
2005-05-10,0,0,1,0,-1.0,0,0,0,549,0.0,-0.2764227642276423,0.5964912280701755,0.0,0.05925925925925925,0.6666666666666666,2005,5,0,51,2005-05-10
2005-05-11,0,0,1,0,-1.0,0,0,0,638,-0.23529411764705882,-0.1463414634146342,0.3157894736842106,0.0,0.28148148148148155,0.1935483870967743,2005,5,0,52,2005-05-11
2005-05-12,0,0,1,0,-1.0,0,0,0,526,-0.35294117647058826,-0.18699186991869923,-0.07017543859649124,0.0,0.4148148148148148,-0.5161290322580646,2005,5,0,53,2005-05-12
2005-05-13,0,0,1,0,-1.0,0,0,0,656,-0.8235294117647058,0.12195121951219512,-0.07017543859649124,0.0,0.9629629629629629,0.021505376344085947,2005,5,0,54,2005-05-13
2005-05-14,0,0,0,0,-1.0,0,0,0,913,-0.5882352941176471,0.024390243902438935,0.03508771929824561,0.0,-0.4444444444444444,-0.17204301075268835,2005,5,1,55,2005-05-14
2005-05-15,0,0,0,0,-1.0,0,0,1,1472,0.058823529411764705,-0.2113821138211383,0.0,0.0,0.029629629629629655,-0.5376344086021506,2005,5,2,56,2005-05-15
2005-05-16,3,0,0,0,-1.0,0,0,1,1702,0.0,0.04065040650406504,0.5263157894736843,0.0,-0.2518518518518518,0.10752688172043012,2005,5,0,57,2005-05-16
2005-05-17,0,0,0,0,-1.0,0,0,1,600,-0.7647058823529411,-0.2195121951219513,-0.07017543859649124,0.0,-0.029629629629629655,-0.6451612903225807,2005,5,0,58,2005-05-17
2005-05-18,0,0,0,0,-1.0,0,0,1,714,-0.8823529411764706,-0.12195121951219512,-0.07017543859649124,0.0,0.7555555555555555,-0.5591397849462367,2005,5,0,59,2005-05-18
2005-05-19,0,0,0,0,-1.0,0,0,1,600,-1.3529411764705883,0.2926829268292681,0.5964912280701755,0.0,1.2148148148148148,0.15053763440860202,2005,5,0,60,2005-05-19
2005-05-20,0,0,0,0,-1.0,0,0,1,685,-0.4117647058823529,0.5121951219512195,3.859649122807018,0.0,0.1185185185185185,-0.12903225806451607,2005,5,0,61,2005-05-20
2005-05-21,0,0,0,0,-1.0,0,0,1,1009,-0.47058823529411764,0.4796747967479673,-0.07017543859649124,0.0,0.4296296296296297,-0.5591397849462367,2005,5,1,62,2005-05-21
